"","ID","Pregunta 1 
","Pregunta 2 
","Pregunta 3","Pregunta 32","Pregunta 4","Pregunta 5","Pregunta 6","Pregunta 7","Pregunta 8","Pregunta 9","Pregunta 10","Pregunta 11","Pregunta 12","Barrio Comuna 1","Barrio Comuna 9","Pregunta 13 
","Pregunta 14 
","Pregunta 15 
","Pregunta 16","Ingreso","Pregunta 17","Pregunta 18","Pregunta 19 
","Pregunta 20 
","Pregunta 21 
","Pregunta 22 
","Pregunta 23 
","Pregunta 24 
","Pregunta 25 
","Pregunta 26 
","Pregunta 27 
","Pregunta 28","Pregunta 29 
","Pregunta 30","Pregunta 32 
","Pregunta 33 
","Pregunta 34 
","Pregunta 35 
","Pregunta 36 
","Pregunta 37 
","Pregunta 38","Pregunta 39","Pregunta 40","Pregunta 41 
","Alcohol","Cafeína","Pregunta 43 
","Pregunta 44 
","Pregunta 45 
","Pregunta 46 
","Pregunta 47 
","Pregunta 48 
","Horario","Escenarios o espacios deportivos","Pregunta 50 
","Hongos","Metanfetamina","Implementos","Nicotina","Ayahuasca","Cocaína","Participación comunitaria","Marihuana","Esteroides","Heroína","Capacitación sobre deporte, recreación o salud","Pregunta 51","Popper","Ampliación de oferta","Opiodes","Formador o profesor","Extasis","LSD","Tussi","Otras","Pregunta 52","Pregunta 53","Pregunta 54","IMC"
"121",2244,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Especialización","Empleado (a)","1","1","Medellín","9-Buenos Aires ",NA,"Cataluña","3","1;","8;","NO",3e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;","4;9;","NO","Solo","9;",NA,NA,"6","4 o más","NO","NO","SI","Durante;","Agua;","SI","Normal",62,167,"8","No consume","No consume","SI","SI",NA,"4","4;","8;","5","3","Regular","No consume","No consume","5","No consume","No consume","No consume","4","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.23
"122",2251,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",20000,"SI","Emocional;Físico;Social;","SI","Por cuenta propia","Dos veces","4;","1;","NO","Con la familia","6;",NA,NA,"3","4 o más","NO","NO","SI","Después;","Agua;","NO","Delgado",36,145,"7","No consume","No consume","SI","SI",NA,"5","4;","8;9;","5","5","Buena","No consume","No consume","3","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",17.12
"123",2265,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Primaria","Ama de casa / hombre de casa","4 ó más","4 o más","Medellín","9-Buenos Aires ",NA,"Loreto","2","1;","1;","SI",9000,"SI","Emocional;","SI","Dirigida","Dos veces","2;4;7;","6;","NO","Con amigos","3;",NA,NA,"7","3","SI","SI","NO","Durante;","Agua;","NO","Con sobrepeso",75,156,"4","No consume","No consume","SI","SI",NA,"4","8;","9;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","4","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",30.82
"124",2282,"Usuario del INDER","De 29 a 59",NA,"Mujer","No deseo responder","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Pregrado","Otra","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",4e+06,"SI","Físico;","SI","Ambas","Tres o más","10;","4;","NO","Con la mascota","9;",NA,NA,"1","4 o más","SI","SI","SI","Durante;","Agua;","NO","Normal",57,160,"8","Mensual","Quincenal","SI","SI",NA,"4","4;","8;","4","5","Buena","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","3","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.27
"125",2368,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Estudiante","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"12","3","NO","NO","SI","Antes;Durante;Después;","Agua;","NO","Con obesidad",75,155,"6","No consume","Diario","SI","SI",NA,"10","3;4;5;","8;","5","3","Regular","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",31.22
"126",2412,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","Ninguno (a)","1","Medellín","9-Buenos Aires ",NA,"Salvador","3","3;","8;","NO",1200,"SI","Emocional;Físico;Social;","SI","Ambas","Dos veces","1;2;3;","1;2;","NO","Con pareja/cónyuge/novio(a)","9;",NA,NA,"2","4 o más","NO","NO","SI","Antes;","Agua;","SI","Normal",65.8,163.7,"8","No consume","No consume","SI","SI",NA,"4","4;8;","8;","4","4","Excelente","No consume","No consume","4","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.55
"127",2435,"Usuario del INDER","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Tecnológico","Empleado (a)","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","1;13;","8;","NO",3,"SI","Físico;Emocional;Social;","SI","Dirigida","Tres o más","4;","4;","NO","Con amigos","2;",NA,NA,"2","4 o más","SI","NO","SI","Durante;","Agua;","NO","Normal",78,172,"7","Mensual","Quincenal","SI","SI",NA,"4","4;","8;","5","5","Excelente","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.37
"128",2443,"Usuario del INDER","De 18 a 28",NA,"Hombre","Bisexual (Atracción hacia ambos sexos)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Desempleado (a)","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","12;","8;","NO",2800000,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","9;10;","NO","Con amigos","9;",NA,NA,"1","3","SI","SI","SI","Antes;Durante;Después;","Agua;","NO","Normal",80,185,"8","No consume","Semanal","SI","SI",NA,"5","4;5;8;","8;","5","5","Buena","No consume","No consume","3","No consume","No consume","No consume","4","Diario","No consume","No consume","3","SI","No consume","3","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",23.37
"129",2448,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Secundaria","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",9e+05,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"10;",NA,"5","3","NO","NO","SI","Durante;","Agua;","NO","Delgado",50,157,"8","No consume","No consume","SI","NO","Cuido a un familiar",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",20.28
"130",2450,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Tecnológico","Empleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",3500000,"No es usuario del INDER Medellín",NA,"SI","Por cuenta propia","Tres o más","1;","1;2;","NO","Con la familia","1;4;6;",NA,NA,"2","3","NO","NO","NO","Después;","Otras;","NO","Normal",58,158,"8","Mensual","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",23.23
"131",2598,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","13;","8;","NO",1600000,"SI","Emocional;Social;","SI","Dirigida","Tres o más","1;3;4;","4;9;","SI","Con amigos","8;13;",NA,NA,"5","4 o más","NO","NO","SI","Durante;Después;","Agua;","NO","Normal",59,158,"5","Mensual","Quincenal","SI","SI",NA,"4","3;4;8;","6;","3","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",23.63
"132",2666,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Secundaria","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","2","3;","8;","NO",1e+06,"SI","Físico;","SI","Dirigida","Una vez","4;","1;","NO","Con amigos","17;",NA,NA,"2","4 o más","SI","NO","NO","Después;","Bebidas hidratantes;","NO","Normal",60,162,"10","No consume","Quincenal","SI","SI",NA,"7","8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","SI","SI",22.86
"133",2828,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Blanco","Técnico","Estudiante","1","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","10;11;12;","8;","NO",3700000,"SI","Físico;Emocional;Social;","SI","Ambas","Dos veces","4;","4;8;10;","NO","Con amigos","9;",NA,NA,"12","3","SI","SI","SI","Durante;","Agua;","NO","Normal",72,168,"7","Mensual","Diario","SI","SI",NA,"4","3;4;7;","3;5;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",25.51
"134",2895,"Usuario del INDER","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Pregrado","Empleado (a)","2","4 o más","Medellín","9-Buenos Aires ",NA,"Los Cerros El Vergel","2","13;","8;","NO",5e+06,"SI","Emocional;Físico;Social;","SI","Ambas","Tres o más","3;4;","1;2;","SI","Con la familia","9;13;",NA,NA,"1","3","NO","NO","SI","Antes;Durante;Después;","Agua;","NO","Normal",100,180,"5","Quincenal","No consume","SI","SI",NA,"2","1;4;7;","5;","5","5","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","SI","No consume","3","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",30.86
"135",2949,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Ninguna","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",0,"SI","Social;","SI","Ambas","Tres o más","4;8;9;","1;2;8;","NO","Solo","2;9;13;",NA,NA,"7","2","NO","NO","SI","Después;","Agua;Otras;","NO","Normal",53,161,"6","No consume","Semanal","SI","SI",NA,"5","1;2;3;","9;","3","3","Buena","No consume","No consume","3","No consume","No consume","No consume","3","No consume","No consume","No consume","3","SI","No consume","3","No consume","4","No consume","No consume","No consume","No consume","SI","SI","NO SÉ",20.45
"136",3020,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Técnico","Empleado (a)","2","3","Medellín","9-Buenos Aires ",NA,"Bomboná 2","3","13;","8;","NO",1200000,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","2;9;10;","NO","Con pareja/cónyuge/novio(a)","9;",NA,NA,"3","3","NO","NO","SI","Durante;","Agua;","NO","Delgado",57,163,"6","Mensual","Diario","SI","SI",NA,"7","4;","5;6;","5","5","Excelente","Mensual","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","SI",21.45
"137",3036,"Usuario del INDER","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Ninguna","Técnico","Empleado (a)","2","3","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",2500000,"SI","Emocional;","SI","Ambas","Dos veces","4;","1;4;9;","NO","Con compañeros de estudio o trabajo","9;",NA,NA,"1","3","SI","SI","SI","Durante;","Agua;Bebidas hidratantes;","NO","Normal",86,173,"6","Mensual","Diario","SI","SI",NA,"3","4;","1;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",28.73
"138",3149,"Acudiente","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Tecnológico","Empleado (a)","3","4 o más","Medellín","9-Buenos Aires ",NA,"Cataluña","3","13;","8;","SI",2e+06,"SI","Físico;","SI","Ambas","Tres o más","3;","4;","SI","Solo","13;",NA,NA,"1","3","NO","NO","SI","Durante;Después;Antes;","Bebidas hidratantes;Agua;","NO","Normal",80,175,"3","No consume","Semanal","SI","NO","No hay nada cerca de mi casa",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",26.12
"139",3176,"Acudiente","De 6 a 12","Hombre",NA,NA,NA,"Ninguna","Técnico","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Bomboná 2","3","13;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"5;6;",NA,"8","3","NO","NO","NO","Después;","Agua;","NO","Con sobrepeso",64,161,"4","No consume","No consume","SI","NO","No hay nada cerca de mi casa",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",24.69
"140",3189,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Ninguna","Secundaria","Estudiante","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Quinta Linda","3","13;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","3;","NO","Con amigos","9;",NA,NA,"1","3","SI","SI","SI","Durante;","Agua;","NO","Normal",69,165,"5","No consume","Mensual","SI","SI",NA,"4","4;5;6;","8;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","4","SI","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","SI","SI",25.34
"141",3196,"Usuario del INDER","De 6 a 12","Hombre",NA,NA,NA,"Blanco","Primaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Miraflores","3","13;","8;","NO",2e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","5;9;","NO","Con amigos","5;9;",NA,NA,"1","3","NO","NO","SI","Antes;Durante;Después;","Agua;","NO","Normal",40,145,"9","No consume","No consume","SI","SI",NA,"3","1;2;3;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","NO SÉ",19.02
"142",3200,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Empleado (a)","4 ó más","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","SI",1e+06,"SI","Emocional;","SI","Por cuenta propia","Dos veces","4;","1;2;","NO","Con amigos","17;",NA,NA,"2","3","NO","NO","SI","Antes;Durante;Después;","Agua;","NO","Con sobrepeso",75,160,"5","No consume","Diario","SI","SI",NA,"10","6;","8;","5","5","Excelente","No consume","No consume","4","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",29.3
"143",3230,"Usuario del INDER","De 13 a 17","Mujer",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"La Milagrosa","2","13;","2;","NO",500,"SI","Físico;","SI","Ambas","Tres o más","4;","9;","SI","Con compañeros de estudio o trabajo","5;9;",NA,NA,"8","4 o más","NO","NO","SI","Antes;Después;","Agua;","NO","Normal",42,170,"6","No consume","Semanal","SI","SI",NA,"6","6;8;","8;","5","5","Excelente","Mensual","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","4","NO","No consume","2","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO",14.53
"144",3236,"Usuario del INDER","De 13 a 17","Mujer",NA,NA,NA,"Ninguna","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Quinta Linda","4","13;","8;","NO",2800000,"NO",NA,"SI","Ambas","Dos veces","6;","9;","NO","Con compañeros de estudio o trabajo","4;",NA,NA,"1","4 o más","SI","SI","SI","Durante;","Agua;","SI","Normal",47,155,"6","No consume","Diario","SI","SI",NA,"4","2;","8;","5","2","Buena","Mensual","No consume","4","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","SI",19.56
"145",3244,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Blanco","Secundaria","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"La Milagrosa","2","12;","8;","NO",1e+06,"SI","Físico;Emocional;Social;","SI","Ambas","Tres o más","3;4;7;","10;","SI","Con amigos","13;",NA,NA,"2","4 o más","NO","SI","SI","Durante;Después;","Agua;","NO","Con sobrepeso",72,162,"6","Mensual","Diario","SI","SI",NA,"5","4;","8;","4","4","Buena","Quincenal","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","4","SI","No consume","4","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",27.43
"146",3263,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Afrodescendiente, Mulato o Negro","Secundaria","Estudiante","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","2","13;","8;","SI",1300000,"SI","Emocional;Físico;Social;","SI","Ambas","Una vez","6;8;","1;10;","NO","Con amigos","4;9;",NA,NA,"1","3","NO","NO","SI","Después;","Agua;","NO","Normal",61,170,"10","Mensual","No consume","SI","SI",NA,"6","4;8;","8;","5","4","Buena","No consume","No consume","4","No consume","No consume","No consume","5","Quincenal","No consume","No consume","4","NO","No consume","4","No consume","4","No consume","No consume","Quincenal","No consume","NO SÉ","NO","NO SÉ",21.11
"147",3280,"No es usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Desempleado (a)","3","3","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",1e+05,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"3;",NA,"6","2","SI","SI","NO","Durante;","Agua;","NO","Delgado",56,163,"4","Mensual","Diario","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","SI",21.08
"148",3290,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Empleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","2","13;","8;","NO",1,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"13","3","SI","SI","SI","Durante;","Agua;","NO","Normal",64,163,"2","No consume","Diario","SI","NO","No hay nada cerca de mi casa",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.09
"149",3295,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Pregrado","Empleado (a)","1","3","Medellín","9-Buenos Aires ",NA,"Salvador","3","1;","8;","SI",1e+06,"SI","Físico;Social;","SI","Por cuenta propia","Dos veces","2;4;7;","1;9;10;","NO","Solo","9;10;15;",NA,NA,"2","3","SI","SI","SI","Antes;Durante;Después;","Agua;","NO","Normal",70,172,"10","No consume","Mensual","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","Mensual","NO SÉ","NO","NO SÉ",23.66
"150",3356,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",1500,"SI","Emocional;","SI","Ambas","Una vez","4;","1;8;","NO","Con la familia","9;",NA,NA,"2","3","SI","SI","SI","Durante;","Agua;","NO","Con sobrepeso",71,167,"6","No consume","Semanal","SI","SI",NA,"6","4;5;8;","8;","5","5","Excelente","Mensual","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","SI",25.46
"151",3372,"Usuario del INDER","De 13 a 17","Mujer",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","13;","8;","NO",2e+06,"SI","Físico;","SI","Ambas","Tres o más","4;6;8;","2;3;6;","NO","Con amigos","4;9;",NA,NA,"3","4 o más","SI","NO","SI","Durante;","Agua;","NO","Normal",66,154,"7","No consume","Diario","SI","SI",NA,"4","1;","3;","4","3","Buena","No consume","No consume","3","No consume","No consume","No consume","3","No consume","No consume","No consume","5","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",27.83
"152",3394,"Usuario del INDER","De 18 a 28",NA,"Mujer","Bisexual (Atracción hacia ambos sexos)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Técnico","Empleado (a)","Ninguno (a)","3","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",3e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;","9;10;","NO","Con amigos","9;",NA,NA,"1","2","NO","NO","SI","Durante;Después;","Bebidas hidratantes;Agua;","NO","Normal",71,160,"6","Mensual","No consume","SI","SI",NA,"4","4;5;8;","8;","5","5","Excelente","No consume","No consume","4","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",27.73
"153",3466,"Usuario del INDER","De 13 a 17","Mujer",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","13;","8;","NO",1500000,"SI","Físico;","SI","Ambas","Dos veces","9;","1;","SI","Con amigos","5;",NA,NA,"1","3","NO","NO","NO","Durante;","Agua;","NO","Normal",45,157,"6","No consume","No consume","SI","SI",NA,"8","1;2;","8;","3","3","Buena","No consume","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","SI",18.26
"154",3497,"Usuario del INDER","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Otra","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","2","13;","8;","SI",3,"SI","Emocional;Físico;Social;","SI","Ambas","Dos veces","3;4;7;","8;9;10;","SI","Con compañeros de estudio o trabajo","5;",NA,NA,"1","2","SI","SI","SI","Después;","Agua;","NO","Normal",83,170,"7","Quincenal","No consume","SI","SI",NA,"4","3;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","Mensual","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","NO SÉ",28.72
"155",3499,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Mestizo","Secundaria","Estudiante","1","4 o más","Medellín","9-Buenos Aires ",NA,"La Milagrosa","No aplica","13;","8;","NO",3e+06,"SI","Físico;","SI","Dirigida","Tres o más","6;","6;","NO","Solo","2;9;",NA,NA,"1","3","NO","NO","SI","Después;","Agua;","NO","Normal",55,172,"8","No consume","No consume","SI","SI",NA,"4","4;","8;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","4","NO","No consume","2","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",18.59
"156",3538,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","3","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",1500000,"SI","Físico;Social;","SI","Ambas","Tres o más","4;6;","1;9;10;","SI","Con compañeros de estudio o trabajo","9;",NA,NA,"12","4 o más","NO","SI","SI","Después;","Agua;","NO","Normal",71,177,"8","No consume","Semanal","SI","SI",NA,"6","3;4;8;","8;","5","4","Buena","No consume","No consume",NA,"No consume","No consume","No consume","4","No consume","No consume","No consume","4","SI","No consume","4","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","SI","SI",22.66
