"","Lácteos y derivados ","Carnes (res, cerdo, pollo, pescado) ","Cereales (arroz, pasta, avena, quinoa) ","Productos cárnicos (chorizos, salchichas, jamón, morcilla, etc). ","Aceites y grasas (aceite de canola, aceite de oliva, aceite de ajonjolí, aceite de aguacate, aguacate, aceitunas) ","Leguminosas (frijol, garbanzo, lenteja, etc) ","Raíces, tubérculos y plátanos (Arracacha, batata, ñame, yuca, papa) ","Frutas (Banano, borojo, chontaduro, manzana, mango)","Verduras","Comidas rápidas(perro, pizza, hamburguesa,etc) ","Snacks o productos de paquete ","Dulces, postres y golosinas","Gaseosas"
"3712","Semanal","Semanal","Diario","Semanal","Diario","Diario","Semanal","Semanal","Diario","No consume","Mensual","Mensual","Mensual"
"3713","Diario","Diario","Diario","Quincenal","No consume","Quincenal","Semanal","Quincenal","Diario","Mensual","No consume","Mensual","No consume"
"3714","Quincenal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Mensual","Quincenal","Semanal","Mensual"
"3715","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Diario","No consume"
"3716","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"3717","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Diario","No consume","No consume","Mensual","Mensual"
"3718","Mensual","Semanal","Semanal","No consume","Quincenal","Semanal","Semanal","Semanal","Semanal","No consume","Quincenal","No consume","No consume"
"3719","Diario","Diario","Diario","Diario","Diario","Quincenal","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Diario"
"3720","Mensual","Diario","Semanal","Quincenal","Semanal","Mensual","Mensual","Semanal","Diario","Mensual","Quincenal","Mensual","Quincenal"
"3721","Semanal","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Quincenal","No consume"
"3722","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Mensual","Quincenal","Mensual","No consume"
"3723","Mensual","Quincenal","Diario","No consume","No consume","Quincenal","Semanal","Quincenal","Diario","Mensual","No consume","Mensual","No consume"
"3724","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Mensual","Quincenal","No consume","Mensual","Quincenal","Quincenal","No consume"
"3725","Semanal","Semanal","Diario","Quincenal","Semanal","Diario","Diario","Semanal","No consume","No consume","No consume","No consume","No consume"
"3726","Semanal","Quincenal","Semanal","Quincenal","Mensual","Quincenal","Mensual","Semanal","Semanal","Mensual","No consume","No consume","Mensual"
"3727","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal"
"3728","Diario","Diario","Semanal","Diario","Diario","Quincenal","Diario","Diario","Diario","No consume","No consume","Quincenal","No consume"
"3729","Quincenal","Quincenal","Diario","Diario","Quincenal","Semanal","Semanal","Mensual","Semanal","Mensual","Mensual","Quincenal","Mensual"
"3730","Diario","Semanal","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"3731","Diario","Semanal","Diario","No consume","Semanal","Quincenal","No consume","Semanal","Semanal","No consume","No consume","No consume","No consume"
"3732","Diario","Semanal","Diario","Diario","Mensual","Mensual","Quincenal","Quincenal","Semanal","Mensual","Diario","Diario","Semanal"
"3733","Diario","Diario","Diario","No consume","Quincenal","Semanal","Semanal","Diario","Diario","No consume","Quincenal","No consume","No consume"
"3734","Semanal","Semanal","Diario","Semanal","No consume","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"3735","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual","Semanal","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"3736","Semanal","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Mensual","Diario","No consume"
"3737","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","No consume","No consume","No consume"
"3738","Diario","Diario","Diario","Semanal","No consume","Diario","Diario","Semanal","Semanal","Quincenal","Diario","Diario","Semanal"
"3739","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Quincenal","Semanal","Quincenal","Semanal"
"3740","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Quincenal"
"3741","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","No consume","Semanal","No consume"
"3742","Semanal","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Semanal"
"3743","Diario","Diario","Diario","Mensual","Semanal","Semanal","Semanal","Diario","Quincenal","Mensual","Quincenal","Diario","No consume"
"3744","No consume","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal"
"3745","Semanal","Semanal","Semanal","Mensual","Semanal","Mensual","Semanal","Mensual","Diario","Mensual","Mensual","Mensual","Mensual"
"3746","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Quincenal","No consume","No consume"
"3747","Quincenal","Diario","Quincenal","Mensual","Mensual","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Mensual","Mensual"
"3748","Diario","Semanal","Diario","No consume","No consume","Diario","Semanal","Diario","Diario","Mensual","No consume","No consume","No consume"
"3749","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Quincenal","Diario","Diario","Diario"
"3750","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"3751","No consume","Diario","Diario","Quincenal","No consume","Quincenal","Quincenal","Diario","Diario","Quincenal","Mensual","Quincenal","Quincenal"
"3752","Diario","Diario","Diario","Quincenal","Diario","Semanal","Diario","Mensual","Semanal","Mensual","Semanal","Diario","Mensual"
"3753","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","No consume","No consume","No consume","No consume"
"3754","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Quincenal","Quincenal","No consume"
"3755","Semanal","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","No consume"
"3756","Quincenal","Diario","Diario","Mensual","Mensual","Quincenal","Diario","Semanal","Semanal","No consume","Semanal","Mensual","No consume"
"3757","Diario","Semanal","Quincenal","Semanal","Diario","Diario","Semanal","Semanal","Diario","Quincenal","Diario","Semanal","Quincenal"
"3758","Diario","Diario","Semanal","Quincenal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","Quincenal"
"3759","Semanal","Diario","Diario","No consume","Semanal","Diario","Diario","Diario","Diario","Quincenal","No consume","Mensual","Mensual"
"3760","Mensual","Mensual","Quincenal","Mensual","Quincenal","Mensual","Mensual","Mensual","Mensual","Mensual","No consume","No consume","No consume"
"3761","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Diario","Semanal","Quincenal","No consume","Diario","Semanal"
"3762","Diario","Diario","Semanal","Semanal","Semanal","Diario","Mensual","Diario","Diario","Quincenal","Mensual","Quincenal","Quincenal"
"3763","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"3764","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"3765","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Mensual","Semanal","Semanal","Semanal"
"3766","Semanal","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","Diario","Quincenal","Quincenal","Mensual","No consume","No consume"
"3767","Semanal","Diario","Quincenal","Diario","No consume","Quincenal","Mensual","No consume","Semanal","Mensual","Quincenal","No consume","No consume"
"3768","Diario","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual","No consume"
"3769","Semanal","Diario","Quincenal","Quincenal","Semanal","Diario","Quincenal","Diario","Semanal","Quincenal","Mensual","Mensual","No consume"
"3770","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","No consume"
"3771","No consume","Quincenal","Diario","Mensual","No consume","Quincenal","Quincenal","Mensual","Mensual","No consume","Mensual","Mensual","No consume"
"3772","No consume","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Diario","Diario","No consume","No consume","No consume","No consume"
"3773","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Diario","Diario","No consume"
"3774","Diario","Diario","Diario","Quincenal","No consume","Diario","Semanal","Quincenal","Diario","No consume","No consume","Semanal","No consume"
"3775","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"3776","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","Semanal","Diario","Diario","Quincenal","No consume","No consume","No consume"
"3777","Semanal","Semanal","Diario","Quincenal","No consume","Semanal","Semanal","Semanal","Semanal","No consume","Mensual","Mensual","Quincenal"
"3778","Semanal","Diario","Diario","Semanal","No consume","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal"
"3779","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Semanal","Semanal"
"3780","Diario","Diario","Diario","Quincenal","Diario","Diario","Diario","Diario","Diario","Quincenal","Mensual","Quincenal","Quincenal"
"3781","Diario","Diario","Diario","Mensual","Diario","Mensual","Semanal","Diario","Diario","Mensual","Mensual","Semanal","No consume"
"3782","Diario","Diario","Diario","Mensual","Diario","Semanal","Diario","Diario","Diario","Mensual","Semanal","Diario","Quincenal"
"3783","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Semanal","Quincenal"
"3784","Quincenal","Quincenal","Semanal","Semanal","No consume","Semanal","Mensual","Semanal","Diario","Mensual","Quincenal","Mensual","Mensual"
"3785","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Mensual","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"3786","Diario","Semanal","Diario","No consume","Diario","Quincenal","Mensual","Semanal","Semanal","No consume","No consume","No consume","No consume"
"3787","Diario","Diario","Semanal","Semanal","Quincenal","No consume","No consume","Diario","No consume","Semanal","No consume","Diario","Diario"
"3788","Diario","Semanal","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","No consume","Quincenal","Semanal","No consume"
"3789","No consume","Diario","Diario","Mensual","Diario","Semanal","Diario","Diario","Diario","No consume","No consume","Mensual","No consume"
"3790","Mensual","Diario","Semanal","No consume","Diario","Semanal","Semanal","Semanal","Diario","No consume","No consume","No consume","No consume"
"3791","Diario","Diario","Semanal","Quincenal","Quincenal","Quincenal","Diario","Semanal","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"3792","Diario","Diario","Diario","Semanal","No consume","Semanal","Diario","Semanal","Semanal","Quincenal","No consume","Quincenal","No consume"
"3793","Semanal","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","No consume"
"3794","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Mensual","No consume","Semanal","No consume"
"3795","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Quincenal","No consume","Mensual","No consume"
"3796","Diario","Diario","Diario","Mensual","Diario","Quincenal","Diario","Semanal","Diario","Mensual","Mensual","Mensual","No consume"
"3797","Diario","Diario","Diario","No consume","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Quincenal","Mensual"
"3798","Diario","Semanal","Semanal","Quincenal","Quincenal","Semanal","Mensual","Diario","Quincenal","Quincenal","Semanal","Semanal","Semanal"
"3799","Semanal","Diario","Diario","Quincenal","No consume","Semanal","Diario","Diario","Diario","No consume","Quincenal","Semanal","No consume"
"3800","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","No consume"
"3801","Diario","Semanal","Diario","Diario","Diario","Semanal","Mensual","Semanal","Diario","Mensual","Mensual","Quincenal","Mensual"
"3802","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Mensual","Mensual"
"3803","Mensual","Diario","Diario","Semanal","Diario","Mensual","Quincenal","Mensual","Mensual","No consume","No consume","Mensual","No consume"
"3804","Diario","Diario","Diario","No consume","Semanal","Semanal","Semanal","Diario","Diario","Mensual","Semanal","Diario","No consume"
"3805","Diario","Mensual","Diario","Quincenal","Mensual","Diario","Quincenal","Mensual","Semanal","No consume","Mensual","Mensual","Mensual"
"3806","Quincenal","Quincenal","Diario","Quincenal","Semanal","Semanal","Diario","Quincenal","Semanal","Mensual","Mensual","Mensual","No consume"
"3807","Semanal","Diario","Mensual","Mensual","Semanal","Diario","Diario","Diario","Diario","No consume","Diario","Diario","No consume"
"3808","Quincenal","Diario","No consume","No consume","Diario","No consume","No consume","Diario","Diario","No consume","No consume","No consume","Semanal"
"3809","Semanal","Semanal","Semanal","Mensual","No consume","Mensual","Semanal","Mensual","Diario","No consume","No consume","No consume","Quincenal"
"3810","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Diario"
"3811","Diario","Diario","Semanal","No consume","Mensual","Semanal","Semanal","Diario","Diario","No consume","Quincenal","Mensual","No consume"
"3812","Semanal","Semanal","Diario","Quincenal","No consume","Diario","Diario","Mensual","Semanal","Mensual","No consume","No consume","Mensual"
"3813","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Mensual","Semanal","No consume","Mensual"
"3814","Semanal","Semanal","Diario","Semanal","Mensual","Quincenal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Diario"
"3815","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","Semanal","Semanal","Diario"
"3816","Semanal","Semanal","Diario","Diario","Semanal","Mensual","No consume","Mensual","No consume","Mensual","Semanal","Semanal","Diario"
"3817","Semanal","Semanal","Quincenal","Semanal","No consume","Diario","Quincenal","No consume","Mensual","Quincenal","Diario","Semanal","Semanal"
"3818","No consume","Semanal","Semanal","Semanal","No consume","Mensual","Mensual","Diario","Semanal","Mensual","No consume","No consume","No consume"
"3819","Mensual","Mensual","Diario","Mensual","Semanal","Semanal","Quincenal","Mensual","Semanal","No consume","Mensual","Semanal","Semanal"
"3820","Diario","Semanal","Diario","No consume","Quincenal","Quincenal","Semanal","Semanal","Diario","Mensual","No consume","Mensual","Mensual"
"3821","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Semanal"
"3822","Semanal","Semanal","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Mensual","Quincenal","Mensual","Mensual"
"3823","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal"
"3824","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Mensual"
"3825","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Quincenal","Semanal","Quincenal","No consume","Mensual","No consume"
"3826","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Mensual","Semanal","Semanal","Diario"
"3827","Diario","Diario","Diario","Mensual","Diario","Quincenal","Semanal","Diario","Diario","Mensual","No consume","No consume","No consume"
"3828","Mensual","Mensual","Quincenal","Mensual","No consume","Quincenal","Semanal","No consume","Semanal","No consume","No consume","No consume","Mensual"
"3829","Quincenal","Quincenal","Diario","No consume","Semanal","Semanal","Diario","No consume","Semanal","No consume","No consume","No consume","No consume"
"3830","Diario","Semanal","Quincenal","Diario","Diario","Semanal","Quincenal","Quincenal","Semanal","Mensual","Semanal","Semanal","Mensual"
"3831","Diario","Diario","Diario","Mensual","Diario","Semanal","Diario","Diario","Diario","Mensual","Semanal","No consume","Semanal"
"3832","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Semanal","Diario","No consume"
"3833","Quincenal","Semanal","Semanal","Quincenal","No consume","Quincenal","Semanal","Semanal","Diario","Mensual","Semanal","Mensual","No consume"
"3834","Diario","Semanal","Quincenal","Quincenal","No consume","Semanal","Diario","Diario","Diario","Mensual","Mensual","Quincenal","Mensual"
"3835","Diario","Semanal","Semanal","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"3836","Diario","Diario","Diario","Mensual","Semanal","Semanal","Semanal","Semanal","No consume","Mensual","Semanal","Semanal","Semanal"
"3837","Mensual","Semanal","Semanal","No consume","Mensual","Diario","No consume","Quincenal","Semanal","No consume","No consume","No consume","No consume"
"3838","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Mensual","No consume","No consume","No consume"
"3839","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Diario","Mensual","Semanal","Semanal","No consume"
"3840","Semanal","Semanal","Diario","Quincenal","No consume","Semanal","Semanal","No consume","Semanal","No consume","No consume","Mensual","No consume"
"3841","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Mensual","Semanal","No consume"
"3842","Diario","Semanal","Semanal","Semanal","No consume","Semanal","Diario","Semanal","Diario","Quincenal","Quincenal","Quincenal","Semanal"
"3843","Semanal","Mensual","Diario","No consume","Mensual","Semanal","Quincenal","Quincenal","Diario","No consume","No consume","No consume","Mensual"
"3844","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal"
"3845","Diario","Diario","Diario","Mensual","No consume","Semanal","Semanal","Mensual","Diario","Semanal","Diario","Semanal","Semanal"
"3846","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Quincenal","Quincenal","Semanal","Mensual"
"3847","Diario","Diario","Diario","Mensual","Diario","Diario","Diario","Diario","Diario","Mensual","Quincenal","Semanal","No consume"
"3848","Quincenal","Diario","Diario","Semanal","Diario","Semanal","Quincenal","Diario","Diario","Quincenal","Quincenal","Mensual","Quincenal"
"3849","No consume","Diario","Diario","No consume","Semanal","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"3850","Diario","Diario","Semanal","Semanal","Quincenal","No consume","Quincenal","Semanal","Diario","Mensual","Mensual","Mensual","No consume"
"3851","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Semanal","Quincenal"
"3852","Diario","Semanal","Semanal","No consume","Semanal","Quincenal","Diario","Semanal","Diario","No consume","No consume","Mensual","No consume"
"3853","Diario","Semanal","Semanal","No consume","Semanal","Quincenal","Diario","Semanal","Diario","No consume","No consume","Mensual","No consume"
"3854","Diario","Diario","Semanal","Mensual","Mensual","Diario","Semanal","Semanal","Diario","Mensual","Mensual","Mensual","No consume"
"3855","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Diario","Semanal","Quincenal","Mensual","Semanal","Semanal","Mensual"
"3856","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal"
"3857","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal","Diario","Diario","Quincenal","No consume","No consume","Diario"
"3858","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal"
"3859","Semanal","Semanal","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","Semanal","Quincenal"
"3860","Diario","Diario","Diario","No consume","Diario","Quincenal","Semanal","Diario","Semanal","No consume","Mensual","Mensual","No consume"
"3861","Quincenal","Mensual","Diario","Quincenal","Mensual","Quincenal","Semanal","Mensual","Semanal","Mensual","Mensual","Mensual","No consume"
"3862","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","No consume","Quincenal","No consume"
"3863","Diario","Diario","Mensual","No consume","Semanal","Quincenal","Diario","Diario","Diario","No consume","Mensual","No consume","No consume"
"3864","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Mensual","Mensual","Quincenal","No consume","Mensual","Mensual","No consume"
"3865","Semanal","Diario","Semanal","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Semanal","Semanal","Quincenal"
"3866","Semanal","Quincenal","Diario","No consume","Semanal","Diario","Diario","Semanal","Diario","No consume","No consume","Semanal","No consume"
"3867","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Mensual","No consume","No consume","No consume"
"3868","Diario","Diario","Quincenal","Quincenal","No consume","Quincenal","Diario","Diario","Diario","Quincenal","Quincenal","Mensual","Mensual"
"3869","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal"
"3870","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Quincenal","Diario","Diario","Semanal","Semanal","Semanal","Diario"
"3871","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal"
"3872","Diario","Semanal","Mensual","Quincenal","Diario","Diario","Diario","Mensual","Diario","Mensual","No consume","No consume","No consume"
"3873","Diario","No consume","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"3874","No consume","Diario","Diario","Semanal","No consume","Semanal","Diario","Quincenal","Mensual","Mensual","Mensual","Semanal","Quincenal"
"3875","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"3876","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Diario","Diario","Diario","Semanal","Diario","Diario","Diario"
"3877","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","Diario","Diario","Diario"
"3878","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Quincenal"
"3879","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Mensual","Quincenal","Semanal","Semanal"
"3880","Diario","Semanal","Diario","Quincenal","Diario","Quincenal","Quincenal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"3881","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"3882","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","Quincenal","No consume","Quincenal","No consume"
"3883","Diario","Semanal","Diario","Quincenal","Quincenal","Semanal","Semanal","Diario","Diario","Mensual","Mensual","No consume","No consume"
"3884","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"3885","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Quincenal"
"3886","Diario","Diario","Diario","No consume","Diario","Semanal","Semanal","Semanal","Diario","Mensual","No consume","Diario","Mensual"
"3887","Quincenal","Quincenal","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Semanal","Mensual","Mensual","Mensual","No consume"
"3888","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Quincenal","Diario","Quincenal","Quincenal","Quincenal","Semanal"
"3889","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Mensual","Semanal"
"3890","No consume","No consume","Diario","No consume","Diario","Diario","Diario","Diario","Diario","No consume","No consume","Mensual","No consume"
"3891","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Quincenal","No consume"
"3892","Diario","Semanal","Diario","Quincenal","No consume","Quincenal","Semanal","No consume","No consume","Quincenal","Mensual","Semanal","Semanal"
"3893","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Semanal","Mensual","Quincenal","Mensual"
"3894","Diario","Semanal","Diario","Mensual","Diario","Diario","Semanal","Diario","Diario","Mensual","Mensual","Quincenal","No consume"
"3895","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Diario","Diario","Semanal"
"3896","Diario","Diario","Semanal","Semanal","No consume","Diario","Diario","Diario","Diario","Quincenal","Mensual","Mensual","Mensual"
"3897","Diario","Diario","Diario","Semanal","Semanal","Semanal","No consume","Diario","Diario","Mensual","No consume","No consume","No consume"
"3898","No consume","Diario","No consume","Semanal","No consume","Semanal","No consume","Semanal","No consume","Semanal","Diario","Diario","Semanal"
"3899","Diario","Diario","Diario","No consume","No consume","Diario","Semanal","Diario","Quincenal","Mensual","No consume","Semanal","No consume"
"3900","Semanal","Diario","Semanal","No consume","Quincenal","Semanal","Semanal","Diario","Diario","No consume","No consume","Mensual","No consume"
"3901","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Quincenal","Diario","Diario","Mensual"
"3902","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Mensual","Quincenal"
"3903","Semanal","Diario","Semanal","Diario","Diario","Semanal","Diario","Semanal","No consume","No consume","Mensual","No consume","No consume"
"3904","Diario","Diario","Diario","Mensual","No consume","Semanal","Diario","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"3905","Diario","Diario","Diario","Mensual","Diario","Quincenal","Semanal","Diario","Diario","Semanal","Diario","Diario","Quincenal"
"3906","Diario","Diario","Diario","No consume","Semanal","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"3907","Semanal","Diario","Semanal","No consume","Semanal","No consume","Semanal","Diario","Diario","Semanal","Diario","Semanal","No consume"
"3908","Semanal","Quincenal","Quincenal","Quincenal","Diario","Mensual","Semanal","Semanal","Semanal","Quincenal","Mensual","Mensual","Mensual"
"3909","Semanal","Diario","Diario","Mensual","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Mensual","Quincenal","Mensual"
"3910","Diario","Diario","Diario","Quincenal","Mensual","Quincenal","Semanal","Semanal","Semanal","No consume","No consume","No consume","No consume"
"3911","Semanal","Mensual","Diario","Quincenal","Semanal","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario"
"3912","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"3913","Diario","Diario","Semanal","Diario","No consume","Semanal","Diario","Semanal","No consume","Quincenal","Diario","Diario","Semanal"
"3914","Diario","Semanal","Diario","Mensual","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Diario","Mensual"
"3915","Semanal","Semanal","Semanal","No consume","Diario","Diario","Diario","Diario","Diario","Mensual","No consume","Quincenal","No consume"
"3916","Semanal","Diario","Quincenal","No consume","Diario","Mensual","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"3917","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal"
"3918","Diario","Diario","Diario","Diario","Diario","Quincenal","Diario","Diario","Diario","Mensual","Semanal","Mensual","Semanal"
"3919","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","No consume","Semanal","Quincenal"
